Credibility_Label,Party_Affiliation,Past_Credibility_Score,Job_Title,Subject,Context,Sentiment,Subjectivity
pants-fire,Republican,0.43023255813953487,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
false,Democrat,0.1875,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.13636363636363635,Others,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Other,1.5,Others,Social Issues,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
half-true,Democrat,1.0,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,1.5,Business & Industry Leaders,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Foreign Policy and Security,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Republican,0.13636363636363635,Government Officials,Politics and Government,Print and Online Publications,POSITIVE,SUBJECTIVE
mostly-true,Democrat,0.7857142857142857,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
true,Republican,0.43023255813953487,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,1.3571428571428572,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Republican,0.17142857142857143,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,SUBJECTIVE
barely-true,Republican,0.5,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,SUBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.1267123287671233,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.9722222222222222,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.17117117117117117,Government Officials,Law and Ethics,Broadcast Media,POSITIVE,OBJECTIVE
true,Republican,0.1267123287671233,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Republican,0.046875,Government Officials,Social Issues,Personal and Campaign Communications,POSITIVE,OBJECTIVE
barely-true,Republican,0.06666666666666667,Business & Industry Leaders,Healthcare,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.4274193548387097,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
half-true,Democrat,1.0,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
true,Independent,-0.16666666666666666,Others,Politics and Government,Other,NEGATIVE,OBJECTIVE
false,Democrat,0.4274193548387097,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Republican,0.14814814814814814,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,-2.0,Government Officials,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.7,Government Officials,Other,Other,NEGATIVE,OBJECTIVE
false,Democrat,-2.0,Others,Environment and Energy,Personal and Campaign Communications,POSITIVE,OBJECTIVE
false,Republican,-0.875,Others,Social Issues,Personal and Campaign Communications,POSITIVE,OBJECTIVE
barely-true,Other,0.13636363636363635,Media Professionals,Social Issues,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.375,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
half-true,Democrat,1.5,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
barely-true,Other,0.5,Government Officials,Foreign Policy and Security,Public Speaking,POSITIVE,OBJECTIVE
pants-fire,Republican,-0.07692307692307693,Government Officials,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Republican,-1.25,Government Officials,Healthcare,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
mostly-true,Other,0.0,Government Officials,Economy and Finance,Other,POSITIVE,OBJECTIVE
true,Republican,0.1111111111111111,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Other,-1.2222222222222223,Media Professionals,Social Issues,Personal and Campaign Communications,POSITIVE,OBJECTIVE
false,Republican,-2.0,Government Officials,Social Issues,Broadcast Media,POSITIVE,OBJECTIVE
half-true,Democrat,1.0,Government Officials,Healthcare,Other,NEGATIVE,OBJECTIVE
true,Other,-1.0638297872340425,Media Professionals,Other,Other,NEGATIVE,OBJECTIVE
true,Democrat,0.7330316742081447,Government Officials,Social Issues,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Democrat,1.0,Others,Environment and Energy,Broadcast Media,NEGATIVE,SUBJECTIVE
true,Other,-1.0638297872340425,Media Professionals,Other,Other,NEGATIVE,OBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Social Issues,Public Speaking,POSITIVE,OBJECTIVE
false,Democrat,-0.16666666666666666,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Politics and Government,Public Speaking,POSITIVE,SUBJECTIVE
true,Democrat,0.7330316742081447,Government Officials,Law and Ethics,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.4274193548387097,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,SUBJECTIVE
false,Other,0.0,Government Officials,Environment and Energy,Social Media and Online Platforms,NEGATIVE,OBJECTIVE
barely-true,Republican,0.0,Government Officials,Healthcare,Broadcast Media,NEGATIVE,OBJECTIVE
barely-true,Other,-0.32142857142857145,Media Professionals,Other,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Republican,-0.030303030303030304,Others,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,-0.17117117117117117,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Independent,0.956989247311828,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,0.71875,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Other,1.3333333333333333,Legal & Advocacy,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Republican,0.06666666666666667,Business & Industry Leaders,Politics and Government,Other,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.06666666666666667,Business & Industry Leaders,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
barely-true,Other,0.5,Others,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Republican,1.1,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Republican,1.25,Others,Politics and Government,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7441860465116279,Government Officials,Healthcare,Broadcast Media,POSITIVE,SUBJECTIVE
mostly-true,Democrat,0.7222222222222222,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
pants-fire,Republican,-0.7806748466257669,Government Officials,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7441860465116279,Government Officials,Environment and Energy,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Democrat,-1.3333333333333333,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,0.1267123287671233,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
true,Republican,1.0,Legal & Advocacy,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
true,Republican,0.6935483870967742,Government Officials,Politics and Government,Legislative and Official Proceedings,NEGATIVE,OBJECTIVE
half-true,Republican,1.5,Others,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
pants-fire,Republican,-1.3333333333333333,Government Officials,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
false,Democrat,0.0,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Republican,-0.6666666666666666,Government Officials,Economy and Finance,Personal and Campaign Communications,POSITIVE,OBJECTIVE
true,Democrat,0.75,Government Officials,Economy and Finance,Other,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7441860465116279,Government Officials,Social Issues,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Other,-2.0,Others,Other,Other,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.0833333333333333,Government Officials,Environment and Energy,Public Speaking,POSITIVE,OBJECTIVE
half-true,Democrat,1.5,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Other,2.0,Media Professionals,Social Issues,Other,NEGATIVE,OBJECTIVE
half-true,Republican,-1.3214285714285714,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,-2.0,Government Officials,Social Issues,Public Speaking,NEGATIVE,SUBJECTIVE
true,Republican,-1.3333333333333333,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.75,Others,Politics and Government,Public Speaking,NEGATIVE,SUBJECTIVE
mostly-true,Republican,0.4076923076923077,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
half-true,Other,1.0,Others,Other,Personal and Campaign Communications,NEGATIVE,SUBJECTIVE
barely-true,Republican,0.4076923076923077,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
false,Republican,-2.0,Others,Other,Social Media and Online Platforms,NEGATIVE,SUBJECTIVE
barely-true,Republican,-0.75,Government Officials,Other,Print and Online Publications,NEGATIVE,OBJECTIVE
false,Republican,0.1267123287671233,Government Officials,Other,Public Speaking,NEGATIVE,OBJECTIVE
pants-fire,Democrat,0.328125,Others,Economy and Finance,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Republican,-0.1,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,SUBJECTIVE
mostly-true,Republican,0.20588235294117646,Government Officials,Social Issues,Print and Online Publications,POSITIVE,OBJECTIVE
mostly-true,Other,2.0,Others,Politics and Government,Other,NEGATIVE,OBJECTIVE
pants-fire,Other,-1.0638297872340425,Media Professionals,Social Issues,Other,NEGATIVE,OBJECTIVE
false,Democrat,0.34523809523809523,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Other,1.0,Others,Other,Other,NEGATIVE,SUBJECTIVE
half-true,Democrat,0.8846153846153846,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
true,Democrat,0.5476190476190477,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Republican,-0.17117117117117117,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,0.06666666666666667,Business & Industry Leaders,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
false,Independent,0.5555555555555556,Media Professionals,Environment and Energy,Broadcast Media,NEGATIVE,OBJECTIVE
false,Democrat,0.6666666666666666,Government Officials,Environment and Energy,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Environment and Energy,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Republican,0.6228070175438597,Government Officials,Other,Social Media and Online Platforms,NEGATIVE,SUBJECTIVE
mostly-true,Republican,1.1111111111111112,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
false,Democrat,-1.3333333333333333,Others,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.5,Legal & Advocacy,Social Issues,Social Media and Online Platforms,POSITIVE,OBJECTIVE
barely-true,Other,0.5,Legal & Advocacy,Foreign Policy and Security,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
pants-fire,Republican,0.14814814814814814,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
true,Republican,0.75,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,SUBJECTIVE
half-true,Republican,-0.7806748466257669,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,1.5833333333333333,Government Officials,Environment and Energy,Other,NEGATIVE,OBJECTIVE
true,Republican,0.06666666666666667,Business & Industry Leaders,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Republican,1.0,Others,Foreign Policy and Security,Other,NEGATIVE,OBJECTIVE
false,Republican,-1.0,Education & Non-Profit,Politics and Government,Public Speaking,POSITIVE,SUBJECTIVE
barely-true,Republican,-0.13636363636363635,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Republican,-0.9565217391304348,Government Officials,Foreign Policy and Security,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,0.7441860465116279,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,1.0,Others,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
mostly-true,Republican,2.0,Business & Industry Leaders,Other,Personal and Campaign Communications,POSITIVE,OBJECTIVE
true,Democrat,0.75,Government Officials,Other,Social Media and Online Platforms,POSITIVE,OBJECTIVE
half-true,Republican,0.14814814814814814,Government Officials,Other,Broadcast Media,NEGATIVE,OBJECTIVE
true,Democrat,0.7222222222222222,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
mostly-true,Republican,0.1111111111111111,Government Officials,Economy and Finance,Broadcast Media,POSITIVE,OBJECTIVE
true,Republican,0.046875,Government Officials,Social Issues,Broadcast Media,NEGATIVE,OBJECTIVE
false,Republican,-0.9117647058823529,Legal & Advocacy,Other,Personal and Campaign Communications,POSITIVE,SUBJECTIVE
barely-true,Democrat,0.2619047619047619,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
false,Other,-0.75,Media Professionals,Social Issues,Other,NEGATIVE,OBJECTIVE
pants-fire,Other,-3.0,Others,Social Issues,Public Speaking,NEGATIVE,OBJECTIVE
true,Democrat,0.7330316742081447,Government Officials,Economy and Finance,Public Speaking,POSITIVE,OBJECTIVE
false,Republican,-2.0,Government Officials,Politics and Government,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Independent,0.956989247311828,Government Officials,Politics and Government,Broadcast Media,NEGATIVE,SUBJECTIVE
mostly-true,Republican,2.0,Government Officials,Other,Broadcast Media,NEGATIVE,SUBJECTIVE
half-true,Democrat,0.2619047619047619,Government Officials,Social Issues,Public Speaking,POSITIVE,OBJECTIVE
half-true,Democrat,1.5,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
true,Democrat,0.5,Government Officials,Other,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
half-true,Democrat,0.7441860465116279,Government Officials,Healthcare,Public Speaking,NEGATIVE,SUBJECTIVE
barely-true,Democrat,0.7330316742081447,Government Officials,Healthcare,Public Speaking,POSITIVE,OBJECTIVE
false,Republican,-0.7806748466257669,Government Officials,Social Issues,Broadcast Media,NEGATIVE,SUBJECTIVE
mostly-true,Republican,-0.5,Others,Economy and Finance,Broadcast Media,NEGATIVE,OBJECTIVE
false,Democrat,-0.25,Others,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
false,Republican,0.11363636363636363,Government Officials,Politics and Government,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
barely-true,Democrat,0.7330316742081447,Government Officials,Healthcare,Personal and Campaign Communications,NEGATIVE,OBJECTIVE
false,Republican,0.0,Others,Healthcare,Public Speaking,NEGATIVE,OBJECTIVE
barely-true,Republican,-0.7806748466257669,Government Officials,Politics and Government,Public Speaking,NEGATIVE,OBJECTIVE
true,Republican,-0.030303030303030304,Others,Politics and Government,Broadcast Media,NEGATIVE,SUBJECTIVE
mostly-true,Democrat,1.0,Government Officials,Politics and Government,Public Speaking,NEGATIVE,SUBJECTIVE
false,Democrat,0.7441860465116279,Government Officials,Politics and Government,Print and Online Publications,POSITIVE,OBJECTIVE
pants-fire,Democrat,0.7330316742081447,Government Officials,Economy and Finance,Public Speaking,NEGATIVE,SUBJECTIVE
mostly-true,Other,1.0,Media Professionals,Environment and Energy,Broadcast Media,NEGATIVE,OBJECTIVE
mostly-true,Democrat,0.7441860465116279,Government Officials,Foreign Policy and Security,Public Speaking,POSITIVE,OBJECTIVE
false,Republican,-1.625,Media Professionals,Environment and Energy,Broadcast Media,POSITIVE,OBJECTIVE
barely-true,Republican,0.1267123287671233,Government Officials,Other,Other,POSITIVE,OBJECTIVE
mostly-true,Republican,0.06666666666666667,Business & Industry Leaders,Other,Other,POSITIVE,OBJECTIVE
false,Republican,0.23076923076923078,Government Officials,Economy and Finance,Broadcast Media,NEGATIVE,SUBJECTIVE
